case_id,window_size,target_index_1_based,target,prediction,confidence,latency_ms,response_exists,valid_json,schema_valid,exact_match,absolute_error,relative_error,signed_error,prime_valid_prediction,parse_error,response_sha256,evaluation_sha256
CASE-W016-000008,16,7346319,129403583,0,0,,True,True,True,False,129403583,1.0,-129403583,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,14c0d1326845d7505eb2cd2d97168314a4a405e85ec831cc956747a378254a53
CASE-W016-000009,16,8421488,149568493,0,0,,True,True,True,False,149568493,1.0,-149568493,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,478473e10725485f544611592db1bcd800d210049d527ac9186783cbd57efc10
CASE-W016-000010,16,8571728,152404171,0,0,,True,True,True,False,152404171,1.0,-152404171,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b83ab79a52fc35f8802374c7d223309216a7b3b1f16c83239935ed37ce4d92ef
CASE-W016-000011,16,13004340,236969801,0,0,,True,True,True,False,236969801,1.0,-236969801,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,eb532647602a111ed6c34f39caac2e83fd75203203611c06fb9023f2e11a4eb5
CASE-W016-000012,16,13048196,237814991,0,0,,True,True,True,False,237814991,1.0,-237814991,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,02056a0c7357ae249084199eb247181c4469e853ff00a9876840b40c33abd3bf
CASE-W016-000013,16,13548022,247462871,0,0,,True,True,True,False,247462871,1.0,-247462871,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b39a340d3031c88944fec737094c4a3baec3b0e71d7f40db67889c0fbb083d05
CASE-W016-000014,16,13559767,247690057,0,0,,True,True,True,False,247690057,1.0,-247690057,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,569b5b221886c75c092d16e99fbe5ed3603e0167aa61e13c4a5466f8d1831403
CASE-W016-000015,16,14133090,258782257,0,0,,True,True,True,False,258782257,1.0,-258782257,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,478fa16df38337807e278c773b9bf89e6ac5d27df08a61d59168f743435e33ed
CASE-W016-000016,16,14239307,260840831,0,0,,True,True,True,False,260840831,1.0,-260840831,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b2b412ff69390c465d7133a3750050937726125ecbdbc513e618443d6bca7641
CASE-W016-000017,16,15034665,276279071,0,0,,True,True,True,False,276279071,1.0,-276279071,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b135fa637a99af64c4b7fa3242ea2adfba3347676aabd438e85f9a50ca128788
CASE-W016-000018,16,16830616,311295197,0,0,,True,True,True,False,311295197,1.0,-311295197,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,0d2ed37053bc4b16fcef2635031ca7040d51d356d9ad56f87b701ed05378bdf2
CASE-W016-000019,16,18340505,340898923,0,0,,True,True,True,False,340898923,1.0,-340898923,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,1f57516a3f8fef6ecd72d038fabdde2c23a21e60682b3f21c15529d0b44f0da6
CASE-W016-000020,16,19648242,366640991,0,0,,True,True,True,False,366640991,1.0,-366640991,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f5884af086d92e1cd63ee4e6ae45cbec204620c853a707df28d0f4ca19dd7489
CASE-W016-000021,16,22737240,427797637,0,0,,True,True,True,False,427797637,1.0,-427797637,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,7049bf5046e3026f83096650d4c0fcad4e7512428e5ea23a5d3c1c65c444d3bd
CASE-W016-000022,16,22883733,430710587,0,0,,True,True,True,False,430710587,1.0,-430710587,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,09c5fbe09e65b3d6956058a62ae9789a957894d9e040cc754af9ff5d0be89ae5
CASE-W016-000023,16,24850778,469901701,0,0,,True,True,True,False,469901701,1.0,-469901701,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ad72cf26b6bb2e09fd8539e554fc4ab168a00a98964b1f78888a30c5a135f82b
CASE-W016-000024,16,24985973,472600847,0,0,,True,True,True,False,472600847,1.0,-472600847,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,a3a889b7dcd62e451fa2e506a0d5f921f66c21aa5abefabcad83b1db5a62c7f2
CASE-W016-000025,16,25346996,479810767,0,0,,True,True,True,False,479810767,1.0,-479810767,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,2349d49f0c5da116103258eacd1089e344bd037a783a127e0b5736de5f2f8dc9
CASE-W016-000026,16,26647006,505845749,0,0,,True,True,True,False,505845749,1.0,-505845749,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,dbcdaaafbd70f9da63c24a196dccb448a2f68cbf5e063fd4aaa8026cf63ada5f
CASE-W016-000027,16,31903050,611692787,0,0,,True,True,True,False,611692787,1.0,-611692787,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,33f8eec3485590348a6382001035e8d1376ef6b5d9796b89bc267181649989d8
CASE-W016-000028,16,31925614,612150251,0,0,,True,True,True,False,612150251,1.0,-612150251,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,0cd9b8c49b659c4d040e0c66b766fc09f4c60b097cedc798be7745d6b52f3a47
CASE-W016-000029,16,33802646,650186491,0,0,,True,True,True,False,650186491,1.0,-650186491,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5f30420ae6a4adabe7d5bc1d7398a70da725a290e4e2fb3002c40e5583a1cb24
CASE-W016-000030,16,33897656,652113821,0,0,,True,True,True,False,652113821,1.0,-652113821,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f4e9086e9e5e9032a192c4d5b810bae9300ca96e7a8679169554669a7b856f6d
CASE-W016-000031,16,36068118,696230957,0,0,,True,True,True,False,696230957,1.0,-696230957,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,98cdb9a086bf2fb84e81b09482ed890b0232405081588ab38c118e27de5ff154
CASE-W016-000032,16,37847852,732524489,0,0,,True,True,True,False,732524489,1.0,-732524489,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,6f23e383b08ee0bb024cad6eb1a5d746380f079baf2c047a504533f91021e399
CASE-W016-000033,16,38349121,742754917,0,0,,True,True,True,False,742754917,1.0,-742754917,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b3c744bcda2259c3c92afd2e1e0f8f174cc8a80df413740f2ed8dbc4bf46b651
CASE-W016-000034,16,39050743,757102757,0,0,,True,True,True,False,757102757,1.0,-757102757,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,94ec6cfb75bd1a1abe2193c342e86bdf7630426c2fc7d10575ef4845f6ac2fb2
CASE-W016-000035,16,39391029,764066773,0,0,,True,True,True,False,764066773,1.0,-764066773,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,6580cbe76915e6742f03c6ca73b1bf373fc83641a2ae60332432f4644b1e36eb
CASE-W016-000036,16,40311515,782905873,0,0,,True,True,True,False,782905873,1.0,-782905873,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,adbb5fb9a0767922bd171639b65a2aa659b379f7d79f729dd27322ed9d211bf0
CASE-W016-000037,16,40480836,786367927,0,0,,True,True,True,False,786367927,1.0,-786367927,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3c770470d4fde84ee14fbe78e1c49d8a4d31307ba1c43314166bb15175837497
CASE-W016-000038,16,41237984,801878383,0,0,,True,True,True,False,801878383,1.0,-801878383,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5841de498a5d4dfb8d29a787f322b42849ad14e5e0e5148bbabacc8b03a73567
CASE-W016-000039,16,42350815,824710079,0,0,,True,True,True,False,824710079,1.0,-824710079,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4b5f502f642017c13e5c33441ee93aad7b6500f021aa8e8ab98a3c2a7f7e3767
CASE-W016-000040,16,44387354,866577319,0,0,,True,True,True,False,866577319,1.0,-866577319,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,db4f9f91ef3906145b2d3d997a29a8bab5ffea4946dfc2184fd9c4e59e76dceb
CASE-W016-000041,16,44462624,868120663,0,0,,True,True,True,False,868120663,1.0,-868120663,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,65a3f533962eff35ad8a6f551d24dd1bf23f1b6222c8187186629cb59ca7832d
CASE-W016-000042,16,44780298,874661341,0,0,,True,True,True,False,874661341,1.0,-874661341,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,413d7a8e9dc393a7921bcfbbd17d1a878fc0d54c3b59cb446b09cc8a868c949d
CASE-W016-000043,16,44801564,875098097,0,0,,True,True,True,False,875098097,1.0,-875098097,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4eaf4577de0d471f89f82e50bf8ea3b9a003aaa7157975d14f7020ee80497b0d
CASE-W016-000044,16,45406299,887565491,0,0,,True,True,True,False,887565491,1.0,-887565491,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,07ddf7b8a09cb54412a2f946e47289de91515b856a92f2fafd59c1cfeb1955c9
CASE-W016-000045,16,46899156,918345959,0,0,,True,True,True,False,918345959,1.0,-918345959,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e4bec99cc33dc72f1b9e7309f6d1725a08b64b683e4e31db7fa234e975700f7d
CASE-W016-000046,16,47459295,929914201,0,0,,True,True,True,False,929914201,1.0,-929914201,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,fea0a30d210e5af0eca23b8d0432ff3c7490f5e2a6fb4090fbd1b56f8be4061b
CASE-W016-000047,16,48071652,942565157,0,0,,True,True,True,False,942565157,1.0,-942565157,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e8f1cc4f3636fd0fd06667f4de3cbc6d2224c73d17b826916b65fafe475b57db
CASE-W016-000048,16,48464892,950693353,0,0,,True,True,True,False,950693353,1.0,-950693353,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3e92c068d5bd54bd762945da45d65e8171058588809f3639ce2b57d0981c9255
CASE-W016-000049,16,49964334,981712591,0,0,,True,True,True,False,981712591,1.0,-981712591,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,679f7da57b40bfdf89e96f518b3f77982fde76c70498ebec83a8f139cedacda9
CASE-W016-000050,16,50303549,988733947,0,0,,True,True,True,False,988733947,1.0,-988733947,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,8d42524695ec3407196d75fb65b42746e603a741fe952a517ce342ea19bb87ed
CASE-W016-000051,16,51327317,1009944427,0,0,,True,True,True,False,1009944427,1.0,-1009944427,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,7e5d881ca9ac04a33355b86ba7ee0860ebb318cc4e823ae72e90cc6df08ca408
CASE-W016-000052,16,52225138,1028564611,0,0,,True,True,True,False,1028564611,1.0,-1028564611,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,fa88d319a8f05c5a4e5845f6f37ef0b82bac4aef95918c34d2b49001a60cc3f3
CASE-W016-000053,16,52895985,1042485149,0,0,,True,True,True,False,1042485149,1.0,-1042485149,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b532e7ff61b8d199903f4c846ed17ea80d5abe58267c5387b1f3a30e4c720401
CASE-W016-000054,16,53678829,1058758343,0,0,,True,True,True,False,1058758343,1.0,-1058758343,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c82227918d5c415e2f02cd4d3bef5da25b85684c6734aa0eba602463abb26853
CASE-W016-000055,16,54442719,1074628813,0,0,,True,True,True,False,1074628813,1.0,-1074628813,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,87e9a34cb404ffa1ef7dc130ec8a6184ab20409d9b4192a614e0a022b18ab335
CASE-W016-000056,16,55317652,1092827093,0,0,,True,True,True,False,1092827093,1.0,-1092827093,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,1a270fe3ec769aa28aa9ab5bc9ac133ca6ccc1f79018cf8fd52054f9ae2bbc30
CASE-W016-000057,16,55768934,1102221317,0,0,,True,True,True,False,1102221317,1.0,-1102221317,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f131a6b8d4f6091027d8277e6cda3d185e271f684ce8e594874c510c40c5818f
CASE-W016-000058,16,55801078,1102886621,0,0,,True,True,True,False,1102886621,1.0,-1102886621,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c9b57cd28f23fa474eb861a0c971b1a4c57d70d1766dcde6c0f7c43b21a8086a
CASE-W016-000059,16,55872063,1104361493,0,0,,True,True,True,False,1104361493,1.0,-1104361493,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3421ae8333eeb3db60f4ed29725c25dedd45160fe35867f0fb70dcb74c0e8514
CASE-W016-000060,16,59131273,1172339813,0,0,,True,True,True,False,1172339813,1.0,-1172339813,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,71a9f9bbb6064446db4cbc0cc32dc04793748479c9bb670c52ed0d7351cc5a99
CASE-W016-000061,16,59211300,1174010569,0,0,,True,True,True,False,1174010569,1.0,-1174010569,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,79a0b2bf4839e63caa135b08063a50ff1e1a7f17b31c33d9d3de1a3c6240a13f
CASE-W016-000062,16,61804277,1228240877,0,0,,True,True,True,False,1228240877,1.0,-1228240877,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,2bf740d79516a84c4ab45d6959c3bc67863b7d9287b6c0806280be20eafd9905
CASE-W016-000063,16,62628175,1245493427,0,0,,True,True,True,False,1245493427,1.0,-1245493427,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c5c2b77513a10701e3c29d24a0f168e3f61987a5a0577ce4f9fada742986367a
CASE-W016-000064,16,63052761,1254375533,0,0,,True,True,True,False,1254375533,1.0,-1254375533,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ce9ea5addbc863b200d364e39be1d96c648051d4e7eb1f5fc1d4a870990a085b
CASE-W016-000065,16,63245107,1258413239,0,0,,True,True,True,False,1258413239,1.0,-1258413239,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,2001388944d0d9a733dc7eb365b6bae1c010620a50c468352712eca908718f70
CASE-W016-000066,16,63567881,1265174419,0,0,,True,True,True,False,1265174419,1.0,-1265174419,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ca23a1bf675f52182a042a9d74beddccffe546c210b02bd45c0da332d2f4dadc
CASE-W016-000067,16,64312643,1280778899,0,0,,True,True,True,False,1280778899,1.0,-1280778899,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ac9518d7cc12e22bb390c05f1c3246ffe3776985d2247bb1f6b100fb11cac042
CASE-W016-000068,16,64630835,1287452329,0,0,,True,True,True,False,1287452329,1.0,-1287452329,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,d9fdfa080286a5365f6892a8e87d65f143816825da0bc264dea31f9dd7fe97a2
CASE-W016-000069,16,67372184,1345016713,0,0,,True,True,True,False,1345016713,1.0,-1345016713,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,561041ad08cc435126ad0ae1333a1322d3d08f44c69b5ac719f35c703b766b2c
CASE-W016-000070,16,68247272,1363408031,0,0,,True,True,True,False,1363408031,1.0,-1363408031,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,2fa637cb3ae99188e2d7a42c73b674d72aa1b75fb07eb5972bd3a2444388ed8e
CASE-W016-000071,16,69251752,1384554257,0,0,,True,True,True,False,1384554257,1.0,-1384554257,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,24456c02d7c24644683e83617e77dcf5875620e87c1501bfba1f62ed59648d91
CASE-W016-000072,16,69338441,1386376217,0,0,,True,True,True,False,1386376217,1.0,-1386376217,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c1126bd09a97ea150c2d21019582d22ea6b33e0d00ef967fbcec79e250c77207
CASE-W016-000073,16,69735101,1394728163,0,0,,True,True,True,False,1394728163,1.0,-1394728163,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,1216d04f0f5bdc5e7fe0c93617b7aa757c00efc676b67e5fe04088baa0d33ba5
CASE-W016-000074,16,69894512,1398085349,0,0,,True,True,True,False,1398085349,1.0,-1398085349,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,6e27f062b4fb52f2b25fcff605628733184d181b2671425d5dc6b0c1a148e4c0
CASE-W016-000075,16,71209480,1425793249,0,0,,True,True,True,False,1425793249,1.0,-1425793249,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,163d9abcd82d88af83f7e16591a8d8fdd0c8d308413d01ff620d29ce42a57572
CASE-W016-000076,16,71331232,1428363193,0,0,,True,True,True,False,1428363193,1.0,-1428363193,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,a8eee9a1024050aefba037015046136a525792bf26827bbf927271d5336ec676
CASE-W016-000077,16,75908441,1524985823,0,0,,True,True,True,False,1524985823,1.0,-1524985823,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,0df96b76e5ba7004f6847689cdcd38b671c7634596ad953df5ddc83c0aa16429
CASE-W016-000078,16,76166002,1530422711,0,0,,True,True,True,False,1530422711,1.0,-1530422711,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,0151e03091b7de5290932b096534dd735c70fdfd703d4867758938eae5bcb3ac
CASE-W016-000079,16,76898070,1545918281,0,0,,True,True,True,False,1545918281,1.0,-1545918281,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,67c46c33a12938e9bb00a2a7ebe86b93ef2d8e390fe8e476e11f936200cc7513
CASE-W016-000080,16,78515609,1580163229,0,0,,True,True,True,False,1580163229,1.0,-1580163229,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c65930f8f7c1921c41ee686f7d72b4953382e810afa3df9f75bc77b403f6881c
CASE-W016-000081,16,78745206,1585025293,0,0,,True,True,True,False,1585025293,1.0,-1585025293,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ebece92182e27007fd20b76396caa6906bf01b384c56bdf8bf803d91939c16de
CASE-W016-000082,16,79100489,1592550329,0,0,,True,True,True,False,1592550329,1.0,-1592550329,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,9d7596701dc140c0628e61977c96c93c8eef79d4db4c2cc94fa93d31b9d82f2b
CASE-W016-000083,16,79368312,1598228969,0,0,,True,True,True,False,1598228969,1.0,-1598228969,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e55af79eebcb600d3894791743ff631302cfb5f21b6bbc48794dcb963b54fd22
CASE-W016-000084,16,86676456,1753456153,0,0,,True,True,True,False,1753456153,1.0,-1753456153,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,253a746a1dfbe79eb2a769bedc608a401ed6f8f1fd576ff86d51e8d1931b4cab
CASE-W016-000085,16,86990207,1760131507,0,0,,True,True,True,False,1760131507,1.0,-1760131507,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,725cc9da8a3a174f3dd1857436dc5ef44df65afed809eed2ba31043652ba3471
CASE-W016-000086,16,87297912,1766683361,0,0,,True,True,True,False,1766683361,1.0,-1766683361,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,27ed3a6129d9698a9864145921d3369942d3801d49d705728747a00ff57d7cd5
CASE-W016-000087,16,87326018,1767284357,0,0,,True,True,True,False,1767284357,1.0,-1767284357,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,bea0b6f4a9d7903480db7a7dd02440ec7dc221249eec49b5406efc27a7220b9d
CASE-W016-000088,16,89762522,1819197187,0,0,,True,True,True,False,1819197187,1.0,-1819197187,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,59cf15eedcd2a97ff39a76599633b35a70a971267247abbf592b511db6c7b5b1
CASE-W016-000089,16,91027201,1846172201,0,0,,True,True,True,False,1846172201,1.0,-1846172201,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4756d27945a0b28d9f67d8b20f826b26f6b5623962fd6544d5f9de9d9ea8de71
CASE-W016-000090,16,91171529,1849254721,0,0,,True,True,True,False,1849254721,1.0,-1849254721,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,41160c120c4db6e99d231ddfb6d054d1d0f277aa9d0ad574f38d15c7d3ee9fff
CASE-W016-000091,16,91937235,1865601781,0,0,,True,True,True,False,1865601781,1.0,-1865601781,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,7cf3beda37e83036df8266a079225104e5134b796dcf5131c83f33cc47f101e8
CASE-W016-000092,16,92101978,1869122797,0,0,,True,True,True,False,1869122797,1.0,-1869122797,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,128d3ba9f70395a9d7f020a3b2ba0b101c5c83624da4a74b9357985f912b21e5
CASE-W016-000093,16,92734111,1882625399,0,0,,True,True,True,False,1882625399,1.0,-1882625399,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,547eea1ce8f91044ae118f7546b2598c4f61275f3b9ab448aa79259caaea410a
CASE-W016-000094,16,93288225,1894456367,0,0,,True,True,True,False,1894456367,1.0,-1894456367,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,9fd95e37e2ce759d980c8827b46e860d7eccbaa3c85fb6d412da58d08a1c911d
CASE-W016-000095,16,93458975,1898102201,0,0,,True,True,True,False,1898102201,1.0,-1898102201,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ee2e18a9f36acc2087dfa8a88ba606403d448fb75483e4bd9604e85027bc31c8
CASE-W016-000096,16,93647040,1902121769,0,0,,True,True,True,False,1902121769,1.0,-1902121769,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,354e445f163987838accb9d1c02c26fa8a511f5585eb51d67221577131b11b40
CASE-W016-000097,16,94966966,1930340749,0,0,,True,True,True,False,1930340749,1.0,-1930340749,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ae55a8ebcb272ff8ed880655f14b03812dce33b4f8109f364ddef3a65ec656b8
CASE-W016-000098,16,96455644,1962177241,0,0,,True,True,True,False,1962177241,1.0,-1962177241,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,dea489e63d1ad497c61e835042ecfb55c2d650fa91dc45754026d71b61c45249
CASE-W016-000099,16,97797466,1990896559,0,0,,True,True,True,False,1990896559,1.0,-1990896559,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,9569a45ee83a94a6d1625957e910b498536934e477200bd1f4dd5e3d9fb5b141
CASE-W016-000100,16,98691864,2010042971,0,0,,True,True,True,False,2010042971,1.0,-2010042971,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c49b569b0d933056e00fbdf000659dd16b819cf71d5df37ef6f757cd682138b1
CASE-W032-000001,32,3436121,57745013,0,0,,True,True,True,False,57745013,1.0,-57745013,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,161cbd22aca3d3d93ea4fdfb26c123d7338c8a3fcb79385d8a34885e2006d6e0
CASE-W032-000002,32,3606169,60788267,0,0,,True,True,True,False,60788267,1.0,-60788267,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f93cef9c4a3ac663f63d4d12a91c1efa445d8e675c52e33549d7e5000ae05683
CASE-W032-000003,32,4399024,75085841,0,0,,True,True,True,False,75085841,1.0,-75085841,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,1afbb1bbd0ba90050fe839617208007875342f8fd58f7f894a24cfdb86dcf356
CASE-W032-000004,32,5778293,100309393,0,0,,True,True,True,False,100309393,1.0,-100309393,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,94518671b86da9966fe0cf625713a867b7cfacd7ed0aae148fce685bb685e904
CASE-W032-000005,32,6509256,113820823,0,0,,True,True,True,False,113820823,1.0,-113820823,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,24651fdf8e65a26f3aaab81278ab6be0d0da7c71c3277fce252fae4958262e3d
CASE-W032-000006,32,7455963,131452907,0,0,,True,True,True,False,131452907,1.0,-131452907,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,8bab1da04a22ba05fe48692a32ae2052eb65a1e28abf814a60362197879cd0c3
CASE-W032-000007,32,8052602,142635923,0,0,,True,True,True,False,142635923,1.0,-142635923,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4f198a3878fb8ea7cf98304a38701c4e6c93311c71b04fa78cd813e5a13baf15
CASE-W032-000008,32,10247779,184143499,0,0,,True,True,True,False,184143499,1.0,-184143499,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c8b68310fa4cecf4759fc3580819310549dbd68037a2edb5b3f4baf17e2936ff
CASE-W032-000009,32,10330841,185720543,0,0,,True,True,True,False,185720543,1.0,-185720543,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ef04dc1037f9dbef208443d4a58924a795f01b040e40773815f40a669d47b744
CASE-W032-000010,32,10379355,186643871,0,0,,True,True,True,False,186643871,1.0,-186643871,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,36fcce4510052ecc9e0ae34fbc87a0ed9124de4939562b3b9e12998ad9e7610e
CASE-W032-000011,32,11868387,215117179,0,0,,True,True,True,False,215117179,1.0,-215117179,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e16b5409edfe81775ceaa97a6b6a1c06c59d6ad06b747ec780b0dce4cf8cafcc
